prod_url,img_link,prod_name,prod_price
https://www.glassesshop.com/eyeglasses/sup0622,"https://res.glassesshop.com/products/201904/5cb69b5e59b5c.jpg?im=Resize,width=600,height=300",Wilker,$29.95
https://www.glassesshop.com/eyeglasses/sup1282,"https://res.glassesshop.com/products/202203/6244006ac349b.jpg?im=Resize,width=600,height=300",Chamomile,$26.95
https://www.glassesshop.com/eyeglasses/fm1503,"https://res.glassesshop.com/products/202010/5f9237cbea23a.jpg?im=Resize,width=600,height=300",Antony,$12.95
https://www.glassesshop.com/eyeglasses/sup1255,"https://res.glassesshop.com/products/202109/613efc5750d9b.jpg?im=Resize,width=600,height=300",Schenectady,$29.95
https://www.glassesshop.com/eyeglasses/fp2013,"https://res.glassesshop.com/products/201910/5db16a534b675.jpg?im=Resize,width=600,height=300",Rainbow,$19.95
https://www.glassesshop.com/eyeglasses/sm0787,"https://res.glassesshop.com/products/202107/60f925983a13f.jpg?im=Resize,width=600,height=300",Darcy,$19.95
https://www.glassesshop.com/eyeglasses/fp2566,"https://res.glassesshop.com/products/202202/621d9059335d4.jpg?im=Resize,width=600,height=300",Vanessa,$12.95
https://www.glassesshop.com/eyeglasses/fz1250,"https://res.glassesshop.com/products/201810/5bbc4f0f37405.jpg?im=Resize,width=600,height=300",Vivian,$29.95
https://www.glassesshop.com/eyeglasses/sup0759,"https://res.glassesshop.com/products/202001/5e0eb47d12e4c.jpg?im=Resize,width=600,height=300",Christian,$29.95
https://www.glassesshop.com/eyeglasses/fz2097,"https://res.glassesshop.com/products/202307/64a2935fe3c37.jpg?im=Resize,width=600,height=300",Aurek,$34.95
https://www.glassesshop.com/eyeglasses/fp2500,"https://res.glassesshop.com/products/202111/617fac27c446f.jpg?im=Resize,width=600,height=300",Theresa,$26.95
https://www.glassesshop.com/eyeglasses/fp2328,"https://res.glassesshop.com/products/202106/60c8028963d19.jpg?im=Resize,width=600,height=300",Tower,$19.95
https://www.glassesshop.com/eyeglasses/fp1938,"https://res.glassesshop.com/products/202204/624d30c1d7489.jpg?im=Resize,width=600,height=300",Abina,$19.95
https://www.glassesshop.com/eyeglasses/fm1086,"https://res.glassesshop.com/products/201707/5965e62dae07c.jpg?im=Resize,width=600,height=300",James,$39.95
https://www.glassesshop.com/eyeglasses/fp1456,"https://res.glassesshop.com/products/201909/5d8d74c323898.jpg?im=Resize,width=600,height=300",Zoe,$19.95
https://www.glassesshop.com/eyeglasses/fp1774,"https://res.glassesshop.com/products/201809/5bac31dd1cca8.jpg?im=Resize,width=600,height=300",Winchester,$19.95
https://www.glassesshop.com/eyeglasses/rm0322,"https://res.glassesshop.com/products/202208/62f1d77859ed7.jpg?im=Resize,width=600,height=300",AnnArbor,$29.95
https://www.glassesshop.com/eyeglasses/fz2026,"https://res.glassesshop.com/products/202209/632921223b13f.jpg?im=Resize,width=600,height=300",Hoyle,$19.98
https://www.glassesshop.com/eyeglasses/fz2107,"https://res.glassesshop.com/products/202307/64a2938eca472.jpg?im=Resize,width=600,height=300",Brian,$34.95
https://www.glassesshop.com/eyeglasses/fz2100,"https://res.glassesshop.com/products/202307/64a2936f3a9b5.jpg?im=Resize,width=600,height=300",Callan,$34.95
https://www.glassesshop.com/eyeglasses/sm0921,"https://res.glassesshop.com/products/202105/60a36044e81a5.jpg?im=Resize,width=600,height=300",Monica,$39.95
https://www.glassesshop.com/eyeglasses/fp1543,"https://res.glassesshop.com/products/201801/5a65815f91df3.jpg?im=Resize,width=600,height=300",Adam,$26.95
https://www.glassesshop.com/eyeglasses/fz1083,"https://res.glassesshop.com/products/201710/59e01c2604ce3.jpg?im=Resize,width=600,height=300",Nicole,$29.95
https://www.glassesshop.com/eyeglasses/fp2272,"https://res.glassesshop.com/products/202104/606bc7a690cfb.jpg?im=Resize,width=600,height=300",Orlando,$12.95
https://www.glassesshop.com/eyeglasses/fp2307,"https://res.glassesshop.com/products/202106/60c1c4220f4d4.jpg?im=Resize,width=600,height=300",Alger,$34.95
https://www.glassesshop.com/eyeglasses/rm0247,"https://res.glassesshop.com/products/201703/58c7556ccda85.jpg?im=Resize,width=600,height=300",Terre,$32.95
https://www.glassesshop.com/eyeglasses/fp2726,"https://res.glassesshop.com/products/202304/6434bfa40143e.jpg?im=Resize,width=600,height=300",Ernest,$26.95
https://www.glassesshop.com/eyeglasses/ft0242,"https://res.glassesshop.com/products/201810/5bbc4f036842a.jpg?im=Resize,width=600,height=300",Robben,$39.95
https://www.glassesshop.com/eyeglasses/sup1502,"https://res.glassesshop.com/products/202306/64869092895f0.jpg?im=Resize,width=600,height=300",Lionel,$29.95
https://www.glassesshop.com/eyeglasses/fm1499,"https://res.glassesshop.com/products/202009/5f616c753590c.jpg?im=Resize,width=600,height=300",Saxton,$39.95
https://www.glassesshop.com/eyeglasses/fz1279,"https://res.glassesshop.com/products/201810/5bbc50f665fff.jpg?im=Resize,width=600,height=300",Ezekiel,$29.95
https://www.glassesshop.com/eyeglasses/fp1987,"https://res.glassesshop.com/products/202111/619af72807084.jpg?im=Resize,width=600,height=300",Labrador,$12.95
https://www.glassesshop.com/eyeglasses/fp2420,"https://res.glassesshop.com/products/202108/6110ab57a73e2.jpg?im=Resize,width=600,height=300",Amos,$45.95
https://www.glassesshop.com/eyeglasses/sm0896,"https://res.glassesshop.com/products/202009/5f5f30bf631ce.jpg?im=Resize,width=600,height=300",Stephen,$12.95
https://www.glassesshop.com/eyeglasses/sm0947,"https://res.glassesshop.com/products/202208/62f9e79f17bbb.jpg?im=Resize,width=600,height=300",Fernando,$19.95
https://www.glassesshop.com/eyeglasses/fz1382,"https://res.glassesshop.com/products/201908/5d4d19dba44c0.jpg?im=Resize,width=600,height=300",Lindsay,$29.95
https://www.glassesshop.com/eyeglasses/fm1496,"https://res.glassesshop.com/products/202009/5f5f3068bfdc4.jpg?im=Resize,width=600,height=300",Bevis,$35.95
https://www.glassesshop.com/eyeglasses/rm0308,"https://res.glassesshop.com/products/202112/61adc08a0a466.jpg?im=Resize,width=600,height=300",Richfield,$29.95
https://www.glassesshop.com/eyeglasses/fz2046,"https://res.glassesshop.com/products/202307/64a7c6d11cccf.jpg?im=Resize,width=600,height=300",Nicky,$29.95
https://www.glassesshop.com/eyeglasses/fp2165,"https://res.glassesshop.com/products/202011/5f9faf1aa2b44.jpg?im=Resize,width=600,height=300",Ogden,$26.95
https://www.glassesshop.com/eyeglasses/fp1945,"https://res.glassesshop.com/products/201910/5daeb701ef20c.jpg?im=Resize,width=600,height=300",Acacia,$19.95
https://www.glassesshop.com/eyeglasses/fm1790,"https://res.glassesshop.com/products/202207/62cbdd2bb08d1.jpg?im=Resize,width=600,height=300",Virgo,$29.95
https://www.glassesshop.com/eyeglasses/ft0326,"https://res.glassesshop.com/products/201908/5d4d180867511.jpg?im=Resize,width=600,height=300",Dubois,$49.95
https://www.glassesshop.com/eyeglasses/fp2669,"https://res.glassesshop.com/products/202301/63d76e6b972d7.jpg?im=Resize,width=600,height=300",Uriah,$19.95
https://www.glassesshop.com/eyeglasses/fz2102,"https://res.glassesshop.com/products/202307/64a2937829433.jpg?im=Resize,width=600,height=300",Kent,$17.48
https://www.glassesshop.com/eyeglasses/fm1595,"https://res.glassesshop.com/products/202104/606bdc10429d3.jpg?im=Resize,width=600,height=300",Gill,$19.95
